140.809691,140.815154,140.815627,140.816178,140.819452,140.820089,140.823079,140.823440,140.825488,140.824540,140.823814,140.824940,140.822671,140.821934,140.823220,140.823814,140.824097,140.822827,140.823253,140.823333,140.824425,140.823084,140.821935,140.823379,140.821324,140.823386,140.821733,140.822910,140.822910,140.823505,140.822729,140.823923,140.821362,140.821692,140.822683,140.822688,140.822482,140.820251,140.822981,140.822502,140.821249,140.823056,140.823225,140.823365,140.824298,140.823002,140.823190,140.823898,140.825786,140.824994,140.825317,140.823898,140.822456,140.824758,140.824417,140.825043,140.824087,140.823442,140.824099,140.825457,140.822908,140.825326,140.822651,140.823524,140.823878,140.824461,140.824300,140.822771,140.824548,140.824592,140.825027,140.823623,140.821706,140.823718,140.824364,140.825647,140.825528,140.824089,140.824255,140.824182,140.825314,140.825790,140.824545,140.824423,140.826022,140.825507,140.825891,140.823266,140.824363,140.823913,140.823387,140.822563,140.820806,140.819676,140.816756,140.809555,140.813121
140.814636,140.816399,140.815804,140.816234,140.817494,140.819788,140.822659,140.821010,140.819794,140.817844,140.815968,140.818449,140.818789,140.816416,140.816973,140.816670,140.817128,140.816755,140.817252,140.817694,140.817530,140.817662,140.817224,140.816633,140.815586,140.817000,140.816008,140.817218,140.817850,140.817260,140.816718,140.818054,140.817637,140.817349,140.816549,140.817120,140.816344,140.816882,140.817366,140.816331,140.817065,140.815969,140.816523,140.816273,140.816086,140.815645,140.817160,140.816211,140.817009,140.815860,140.816684,140.817204,140.816953,140.816813,140.816405,140.816068,140.817897,140.818707,140.815816,140.816790,140.818185,140.817737,140.817111,140.817901,140.817530,140.816810,140.816527,140.817555,140.815781,140.816334,140.817761,140.817991,140.815459,140.816455,140.817694,140.818427,140.817611,140.817382,140.816854,140.818033,140.817376,140.816352,140.817107,140.815273,140.818364,140.818508,140.817492,140.817120,140.816736,140.819712,140.817994,140.817581,140.817433,140.816865,140.814114,140.809281,140.816133
140.821141,140.821469,140.822027,140.822558,140.824453,140.827039,140.819264,140.815935,140.826117,140.822243,140.822736,140.822343,140.822383,140.821415,140.822163,140.821592,140.820857,140.821401,140.822409,140.821912,140.821438,140.822865,140.822105,140.821090,140.821712,140.822590,140.821533,140.822000,140.823042,140.822881,140.822079,140.821820,140.823645,140.822878,140.821592,140.823652,140.821770,140.822796,140.822606,140.823627,140.821412,140.822966,140.822415,140.823056,140.823049,140.822593,140.823342,140.822969,140.822899,140.823055,140.822108,140.821402,140.822043,140.820872,140.822731,140.822236,140.821891,140.821181,140.821769,140.821778,140.821552,140.821684,140.822080,140.820609,140.823157,140.821374,140.822057,140.821525,140.823155,140.822578,140.821757,140.822505,140.821412,140.819964,140.821795,140.821548,140.823366,140.824260,140.820980,140.821123,140.822617,140.822719,140.822954,140.821206,140.821523,140.823181,140.823777,140.822842,140.823809,140.824083,140.824456,140.823198,140.823028,140.822873,140.821607,140.815928,140.822802
140.824287,140.824288,140.823549,140.825563,140.825286,140.832141,140.807796,140.816545,140.828912,140.823120,140.823590,140.823266,140.824252,140.823429,140.820630,140.822422,140.823780,140.823514,140.824256,140.824436,140.824126,140.824188,140.824116,140.823733,140.822771,140.822873,140.824693,140.824679,140.823956,140.824502,140.823268,140.822361,140.823093,140.823145,140.824231,140.823781,140.824625,140.823948,140.823800,140.824034,140.823326,140.824202,140.823887,140.823850,140.823787,140.825058,140.823145,140.823173,140.822820,140.821464,140.823613,140.823258,140.822493,140.823026,140.823339,140.821876,140.823242,140.822247,140.821602,140.822842,140.823382,140.823572,140.822476,140.821827,140.822008,140.823661,140.823014,140.822294,140.822832,140.822695,140.823900,140.822193,140.822304,140.822757,140.821489,140.823302,140.822821,140.822727,140.823528,140.821606,140.821932,140.822905,140.820038,140.821959,140.822275,140.822109,140.823743,140.825491,140.823868,140.826302,140.826820,140.824938,140.826302,140.823138,140.822834,140.819160,140.824449
140.825552,140.826175,140.825014,140.824885,140.826869,140.823660,140.817760,140.830797,140.825288,140.825158,140.822516,140.824834,140.824111,140.823111,140.821225,140.824361,140.824057,140.824617,140.825381,140.823743,140.824557,140.824445,140.823920,140.824864,140.823872,140.824090,140.823476,140.825162,140.825185,140.822478,140.824040,140.824116,140.823692,140.822889,140.823791,140.823637,140.822155,140.823513,140.821819,140.822339,140.824541,140.823360,140.823497,140.823103,140.825717,140.823977,140.823414,140.822548,140.824644,140.823161,140.822067,140.820650,140.824200,140.822539,140.822506,140.822886,140.823718,140.823512,140.823130,140.823506,140.823369,140.822295,140.824249,140.822789,140.821740,140.822764,140.821986,140.823921,140.822915,140.823464,140.824939,140.823442,140.822207,140.822700,140.820139,140.825078,140.823419,140.822907,140.822327,140.824105,140.824239,140.824480,140.823370,140.821799,140.822671,140.822704,140.823355,140.823183,140.825188,140.827796,140.827901,140.825608,140.825927,140.824423,140.824159,140.819472,140.825481
140.825664,140.827909,140.825442,140.824765,140.829442,140.819710,140.818702,140.828526,140.824577,140.824855,140.823689,140.824642,140.824093,140.824716,140.824057,140.825125,140.823529,140.823344,140.823978,140.823987,140.824156,140.822650,140.823561,140.823620,140.823615,140.824336,140.824115,140.824438,140.825206,140.823806,140.825727,140.825136,140.824108,140.825010,140.824995,140.824119,140.822861,140.824366,140.824032,140.825919,140.823113,140.824358,140.824806,140.824207,140.826120,140.825364,140.824416,140.825125,140.824481,140.826545,140.827626,140.825420,140.825162,140.823727,140.824534,140.825224,140.823466,140.824114,140.822710,140.825098,140.824792,140.824334,140.825651,140.824268,140.825685,140.825822,140.824223,140.824736,140.824581,140.823153,140.825525,140.824531,140.823583,140.823658,140.824429,140.822667,140.824324,140.822288,140.819937,140.823954,140.824855,140.822546,140.823249,140.822568,140.822225,140.823446,140.823311,140.821761,140.825762,140.826485,140.828770,140.827883,140.825601,140.824021,140.824877,140.818934,140.825822
140.825744,140.823284,140.825204,140.823544,140.826802,140.819077,140.825724,140.826518,140.825605,140.825008,140.824633,140.825588,140.825835,140.824833,140.824839,140.825025,140.825138,140.825181,140.824414,140.825339,140.824769,140.824806,140.824958,140.824648,140.824111,140.824944,140.823949,140.824769,140.825181,140.823699,140.822154,140.826112,140.824754,140.824150,140.824497,140.824896,140.825387,140.824376,140.824930,140.826500,140.825382,140.826146,140.824670,140.823333,140.822472,140.824111,140.824787,140.824841,140.824321,140.825579,140.810264,140.825618,140.825187,140.824290,140.824625,140.824148,140.824657,140.825133,140.823841,140.824734,140.824066,140.824624,140.824344,140.823007,140.823599,140.824177,140.824727,140.823907,140.823888,140.823761,140.824837,140.822609,140.824406,140.822995,140.822613,140.822084,140.822439,140.824380,140.825139,140.823005,140.824069,140.823060,140.823084,140.823121,140.823022,140.822258,140.824365,140.823673,140.823841,140.826060,140.826765,140.826586,140.824147,140.823317,140.822764,140.817937,140.827703
140.822963,140.818950,140.826133,140.823906,140.823914,140.825569,140.827281,140.825714,140.825509,140.824333,140.824050,140.825427,140.822993,140.824399,140.824669,140.823669,140.824506,140.824909,140.824261,140.823478,140.825487,140.824057,140.824118,140.823374,140.824500,140.824830,140.824834,140.822576,140.824516,140.824156,140.822805,140.825383,140.823929,140.824765,140.826066,140.823415,140.824681,140.824468,140.824884,140.824260,140.826662,140.824373,140.824898,140.823727,140.824950,140.826028,140.823551,140.825799,140.822987,140.825331,140.824937,140.825594,140.824586,140.823555,140.824121,140.824753,140.823119,140.823386,140.823777,140.824669,140.824778,140.824462,140.824211,140.823627,140.823139,140.823645,140.824501,140.821826,140.823829,140.824085,140.824183,140.824315,140.822524,140.823555,140.824105,140.822128,140.823672,140.822698,140.822627,140.823615,140.824233,140.823018,140.823517,140.824456,140.823043,140.823817,140.823552,140.823822,140.824242,140.826126,140.822228,140.817840,140.826808,140.824920,140.823356,140.819985,140.828078
140.826196,140.827736,140.823248,140.822888,140.823800,140.823254,140.824829,140.825040,140.824766,140.823291,140.823321,140.824668,140.823917,140.823877,140.823821,140.825055,140.824119,140.823612,140.823410,140.823636,140.824764,140.823633,140.823540,140.823528,140.824647,140.824664,140.824603,140.825405,140.822625,140.823787,140.824134,140.823960,140.824003,140.824432,140.826472,140.823695,140.824631,140.824217,140.824320,140.822903,140.823894,140.824540,140.824504,140.824242,140.823778,140.824998,140.822230,140.823238,140.823644,140.825160,140.824126,140.824338,140.824079,140.822609,140.822209,140.824700,140.823968,140.824952,140.823970,140.825405,140.825041,140.823079,140.824549,140.825570,140.824387,140.824706,140.824537,140.824217,140.825353,140.823665,140.824264,140.825149,140.824853,140.823946,140.824093,140.824477,140.823558,140.824379,140.823680,140.824009,140.825636,140.824761,140.823789,140.822443,140.822113,140.823470,140.822279,140.825146,140.823714,140.825068,140.825173,140.825800,140.824618,140.823056,140.824047,140.819932,140.827741
140.824508,140.822774,140.821284,140.821109,140.823201,140.822792,140.823581,140.822531,140.823479,140.823301,140.823052,140.823291,140.822810,140.823595,140.823120,140.823040,140.823626,140.824193,140.824040,140.823634,140.823775,140.823073,140.821755,140.822562,140.823068,140.823556,140.823343,140.821962,140.821750,140.823013,140.823078,140.823645,140.821725,140.823130,140.822494,140.822884,140.822868,140.823551,140.823133,140.823608,140.823168,140.823836,140.823846,140.821429,140.822373,140.824004,140.822167,140.822059,140.824553,140.824484,140.823198,140.824046,140.824932,140.825187,140.823186,140.822332,140.823396,140.824005,140.823125,140.824422,140.824421,140.823992,140.823636,140.824715,140.826169,140.824734,140.823233,140.823894,140.823110,140.824083,140.822731,140.822746,140.822336,140.823703,140.823563,140.822699,140.822152,140.823213,140.823955,140.823006,140.823111,140.822876,140.822779,140.823165,140.822384,140.821551,140.821445,140.823908,140.822859,140.823430,140.824353,140.820885,140.822437,140.821848,140.822327,140.821654,140.831424
140.823896,140.825337,140.822047,140.821859,140.822383,140.822116,140.823983,140.823536,140.823551,140.822875,140.823728,140.823404,140.823915,140.822952,140.824134,140.822746,140.823244,140.822362,140.823020,140.822735,140.823663,140.822676,140.823828,140.822696,140.822422,140.823363,140.822786,140.823940,140.823977,140.822789,140.823282,140.821367,140.821839,140.823998,140.821644,140.821970,140.821977,140.823341,140.822746,140.821858,140.822963,140.822021,140.821907,140.821310,140.822627,140.822408,140.821467,140.821892,140.822405,140.821744,140.822432,140.823179,140.821172,140.822318,140.822840,140.822903,140.823099,140.822826,140.824059,140.823957,140.823158,140.822602,140.824813,140.824760,140.819335,140.825372,140.820366,140.821832,140.823178,140.823458,140.824479,140.821973,140.823562,140.822107,140.819888,140.823857,140.822292,140.822844,140.824216,140.822466,140.824687,140.823684,140.823683,140.824333,140.822442,140.822619,140.823408,140.823835,140.824098,140.824832,140.824331,140.822749,140.823258,140.822158,140.822191,140.814439,140.831112
140.822564,140.822642,140.820823,140.820763,140.821096,140.821260,140.822841,140.823658,140.824662,140.823000,140.823982,140.824071,140.822995,140.822496,140.822585,140.822328,140.823444,140.823207,140.823673,140.822485,140.823437,140.822415,140.823139,140.821922,140.822464,140.823056,140.823477,140.822943,140.823978,140.823610,140.823077,140.823790,140.823490,140.822637,140.823323,140.822389,140.823149,140.822518,140.823336,140.823323,140.824309,140.824174,140.823687,140.822262,140.823612,140.822167,140.822500,140.823097,140.823798,140.821624,140.825592,140.823633,140.824672,140.822719,140.822794,140.824873,140.823031,140.823423,140.825024,140.824137,140.823180,140.824430,140.825494,140.821649,140.803548,140.826538,140.822629,140.823586,140.823233,140.824045,140.821844,140.822720,140.826420,140.821441,140.820819,140.824327,140.822954,140.824086,140.823264,140.823869,140.823485,140.823296,140.823187,140.823021,140.823524,140.822548,140.822993,140.824530,140.825331,140.823731,140.822536,140.820417,140.821253,140.819829,140.821193,140.815869,140.830634
140.825109,140.824492,140.823120,140.821389,140.822337,140.823337,140.823400,140.822992,140.824651,140.822084,140.822726,140.824141,140.824726,140.824472,140.822862,140.823679,140.823860,140.821816,140.824469,140.824024,140.823511,140.824000,140.821461,140.823274,140.823614,140.823253,140.823581,140.824253,140.823094,140.825094,140.822295,140.823452,140.824266,140.822494,140.822892,140.822923,140.821742,140.822824,140.822697,140.822220,140.824113,140.824404,140.823178,140.822041,140.822858,140.823775,140.821906,140.823900,140.824823,140.823748,140.823605,140.823138,140.823633,140.821170,140.822289,140.821874,140.822628,140.822891,140.823123,140.822770,140.823920,140.823911,140.823919,140.820594,140.824161,140.826100,140.823781,140.823573,140.823794,140.823085,140.821132,140.822973,140.824790,140.824452,140.823486,140.823688,140.822599,140.823109,140.824446,140.820831,140.823470,140.822470,140.821871,140.822008,140.823357,140.823112,140.824198,140.824393,140.822853,140.822080,140.824672,140.820530,140.823212,140.819350,140.818931,140.816998,140.829679
140.824485,140.822931,140.822696,140.822760,140.823438,140.823120,140.823653,140.824453,140.824495,140.824946,140.824215,140.822449,140.822188,140.823795,140.823212,140.822133,140.823426,140.823615,140.823386,140.822017,140.823685,140.823351,140.822226,140.824040,140.822544,140.823195,140.824342,140.823005,140.822888,140.823369,140.823507,140.822865,140.823199,140.820556,140.820984,140.822816,140.822189,140.822880,140.824519,140.822714,140.823020,140.824573,140.822421,140.823818,140.823494,140.823064,140.823169,140.823086,140.823595,140.824129,140.824520,140.824017,140.822960,140.822620,140.824139,140.822881,140.822888,140.823365,140.823779,140.823429,140.823021,140.824904,140.825909,140.813300,140.824320,140.822780,140.822988,140.822347,140.824052,140.822744,140.823296,140.823145,140.823885,140.824101,140.822997,140.822396,140.823506,140.823345,140.822392,140.822343,140.823539,140.821552,140.823660,140.822922,140.821435,140.822559,140.824077,140.824807,140.824379,140.825075,140.820826,140.822664,140.824478,140.823189,140.818750,140.816649,140.832935
140.823886,140.823333,140.821825,140.819954,140.822130,140.821588,140.823791,140.823015,140.823000,140.824273,140.824211,140.823123,140.823574,140.823356,140.823140,140.821661,140.822480,140.822017,140.823503,140.823501,140.823874,140.823069,140.823220,140.822154,140.822756,140.822512,140.823441,140.823398,140.823957,140.824216,140.822188,140.822597,140.822433,140.822978,140.823575,140.822275,140.821734,140.823314,140.823246,140.821859,140.821826,140.822671,140.824133,140.823693,140.823111,140.823341,140.823276,140.823426,140.824225,140.822973,140.825237,140.823901,140.824643,140.821936,140.824170,140.823968,140.822789,140.824606,140.821736,140.823798,140.824541,140.823452,140.825150,140.825087,140.823407,140.823900,140.824308,140.823951,140.821408,140.823282,140.824229,140.824175,140.823013,140.823934,140.822362,140.821435,140.822426,140.823815,140.822984,140.822454,140.822750,140.822299,140.822255,140.821710,140.822250,140.825462,140.822587,140.825759,140.825113,140.825303,140.822787,140.823286,140.824100,140.821491,140.821596,140.818559,140.831060
140.824445,140.823203,140.822741,140.823460,140.822731,140.821601,140.824730,140.823497,140.823358,140.824130,140.823266,140.823784,140.821783,140.822619,140.823460,140.822725,140.824022,140.824090,140.823805,140.824662,140.823941,140.822442,140.824227,140.822412,140.823724,140.823232,140.823506,140.823088,140.823410,140.822597,140.824907,140.823629,140.823326,140.823653,140.823387,140.823785,140.824801,140.823521,140.823686,140.822580,140.823023,140.823041,140.823814,140.822068,140.822770,140.822399,140.821318,140.823320,140.821475,140.823880,140.824970,140.813725,140.823930,140.821360,140.824281,140.821060,140.822353,140.822336,140.824125,140.823210,140.823834,140.825814,140.820983,140.820759,140.820481,140.823743,140.822545,140.822177,140.822262,140.821206,140.822130,140.822075,140.823680,140.823881,140.823072,140.823503,140.823037,140.822073,140.821240,140.822478,140.822254,140.822995,140.822188,140.823782,140.823764,140.817763,140.821853,140.825718,140.826309,140.816748,140.825480,140.820822,140.821360,140.820258,140.820516,140.818778,140.829671
140.821275,140.821167,140.821101,140.820494,140.821782,140.822189,140.823798,140.823565,140.825219,140.823526,140.823852,140.823152,140.822325,140.822443,140.822411,140.823034,140.821986,140.822891,140.822145,140.823054,140.822900,140.823124,140.823258,140.822439,140.823249,140.822457,140.823764,140.822777,140.824655,140.823173,140.822970,140.823382,140.822635,140.823336,140.822423,140.824760,140.823546,140.823674,140.824294,140.824041,140.822937,140.824056,140.821537,140.823266,140.822895,140.823981,140.824025,140.824074,140.821297,140.823262,140.824147,140.824234,140.823479,140.821227,140.824118,140.823904,140.824656,140.823825,140.826751,140.820667,140.817147,140.823234,140.815924,140.818499,140.824276,140.823546,140.822896,140.822645,140.823859,140.821664,140.822702,140.822537,140.822206,140.823359,140.824167,140.822684,140.822660,140.824202,140.823874,140.821486,140.821424,140.822395,140.822814,140.821532,140.823800,140.822834,140.823521,140.823998,140.828794,140.811679,140.819186,140.822195,140.823397,140.820012,140.816904,140.816486,140.829743
